"Timestamp","1- ¿Como describiria el nivel tecnologico con el que opera en su lugar de trabajo?","2- ¿Cuanto tiempo estima que usted o su equipo pierden a la semana realizando tareas repetitivas o que puedan ser automatizada?","3 - ¿Como se almacena actualmente la información importante en su lugar de trabajo (inventario, datos de cliente, ventas diarias)?","4 - ¿Cree que su negocio está perdiendo dinero, clientes o oportunidades de crecimiento debido a falta de organización o lentitud en procesos?","5- ¿Que tan dispuesto estaria a implementar un sistema o programa a la medida que automatice el trabajo pesado para su negocio?","6- ¿Cual considera que son sus principales frenos para automatizar o modernizar los procesos de su empresa?","7- ¿Estaría dispuesto a contar con un equipo tecnológico externo que conozca su negocio y se encargue continuamente del soporte, mantenimiento y mejora de sus sistemas?","8- ¿Qué tan dispuesto(a) estaría a aprender y utilizar nuevas tecnologías que puedan ayudarle a ahorrar tiempo, reducir costos y mejorar la gestión de su negocio?","9- ¿Qué sería lo más importante para usted al momento de decidir implementar una nueva herramienta tecnológica en su negocio?","10- Si pudiera mejorar o automatizar un solo proceso de su negocio hoy, ¿cuál elegiría y qué problema le está causando actualmente?"
"2026/08/14 1:17:29 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Facilidad de uso","Mejoraría el registro de proveedores porque causa olvidos para aumentar la productividad."
"2026/08/14 1:17:29 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","2","Dispuesto","El costo del servicio","Inseguro","Indiferente","Precio accesible","Mejoraría las ventas diarias porque limita el crecimiento para tomar decisiones con datos."
"2026/08/14 1:17:29 p.m. CST","Muy Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","Desconocimiento sobre que opciones existen","Inseguro","Indiferente","Precio accesible","Mejoraría las cotizaciones porque no tiene responsables claros para reducir errores."
"2026/08/14 1:17:33 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En un software especializado en la nube","2","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Definitivamente","Muy Dispuesto","Precio accesible","Mejoraría la comunicación con clientes porque retrasa las decisiones para mejorar el servicio."
"2026/08/14 1:17:33 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En un software especializado en la nube","1","Indispuesto","El costo del servicio","Para nada","Indispuesto","Automatice mi negocio","Mejoraría la planificación semanal porque causa olvidos para tomar decisiones con datos."
"2026/08/14 1:17:33 p.m. CST","Muy Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En libretas, folders o agendas físicas","3","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Dispuesto","Automatice mi negocio","Mejoraría el archivo de documentos porque quita tiempo al equipo para responder más rápido."
"2026/08/14 1:17:37 p.m. CST","Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","3","Indispuesto","Desconocimiento sobre que opciones existen","Interesado","Muy Dispuesto","Facilidad de uso","Mejoraría la comunicación con clientes porque se pierde información para evitar tareas repetidas."
"2026/08/14 1:17:37 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","El costo del servicio","Para nada","Indiferente","Precio accesible","Mejoraría los pagos pendientes porque se actualiza tarde para ahorrar tiempo."
"2026/08/14 1:17:38 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En un software especializado en la nube","1","Muy Dispuesto","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio","Mejoraría las ventas diarias porque depende de hojas de cálculo para aumentar la productividad."
"2026/08/14 1:17:41 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Indiferente","Automatice mi negocio","Mejoraría las solicitudes internas porque causa olvidos para controlar mejor los costos."
"2026/08/14 1:17:41 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Indispuesto","Facilidad de uso","Mejoraría la agenda de citas porque hace difícil encontrar datos para ordenar el trabajo."
"2026/08/14 1:17:42 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Dispuesto","Facilidad de uso","Mejoraría la comunicación con clientes porque hace difícil encontrar datos para controlar mejor los costos."
"2026/08/14 1:17:45 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","4","Muy Dispuesto","El costo del servicio","Para nada","Indispuesto","Aumente mis ingresos","Mejoraría el control de caja porque depende de hojas de cálculo para mejorar el servicio."
"2026/08/14 1:17:45 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","El costo del servicio","Definitivamente","Indiferente","Precio accesible","Mejoraría el registro de proveedores porque causa olvidos para ahorrar tiempo."
"2026/08/14 1:17:47 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Dispuesto","El costo del servicio","Para nada","Dispuesto","Aumente mis ingresos","Mejoraría la planificación semanal porque no tiene responsables claros para aumentar la productividad."
"2026/08/14 1:17:49 p.m. CST","Bajo","Entre 5 y 10 horas a la semana","En un software especializado en la nube","3","Indispuesto","Desconocimiento sobre que opciones existen","Para nada","Indiferente","Aumente mis ingresos","Mejoraría el control de caja porque quita tiempo al equipo para evitar tareas repetidas."
"2026/08/14 1:17:49 p.m. CST","Alto","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","4","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Aumente mis ingresos","Mejoraría los indicadores porque depende de hojas de cálculo para mejorar el servicio."
"2026/08/14 1:17:51 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Definitivamente","Muy Dispuesto","Aumente mis ingresos","Mejoraría la comunicación con clientes porque no tiene responsables claros para responder más rápido."
"2026/08/14 1:17:53 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Indispuesto","Automatice mi negocio","Mejoraría el seguimiento de clientes porque no tiene responsables claros para ordenar el trabajo."
"2026/08/14 1:17:54 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","5","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Definitivamente","Dispuesto","Automatice mi negocio","Mejoraría la atención de consultas porque dificulta dar seguimiento para controlar mejor los costos."
"2026/08/14 1:17:55 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Muy Dispuesto","Facilidad de uso","Mejoraría la agenda de citas porque no tiene responsables claros para ordenar el trabajo."
"2026/08/14 1:17:57 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","El costo del servicio","Definitivamente","Muy Dispuesto","Aumente mis ingresos","Mejoraría las compras porque dificulta dar seguimiento para tener información centralizada."
"2026/08/14 1:17:58 p.m. CST","Bajo","Entre 5 y 10 horas a la semana","En un software especializado en la nube","2","Dispuesto","El costo del servicio","Definitivamente","Dispuesto","Aumente mis ingresos","Mejoraría el archivo de documentos porque impide medir resultados para ahorrar tiempo."
"2026/08/14 1:17:59 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En libretas, folders o agendas físicas","4","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Automatice mi negocio","Mejoraría las compras porque causa olvidos para tener información centralizada."
"2026/08/14 1:18:01 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En libretas, folders o agendas físicas","3","Indispuesto","El costo del servicio","Interesado","Dispuesto","Facilidad de uso","Mejoraría las facturas porque se actualiza tarde para evitar tareas repetidas."
"2026/08/14 1:18:02 p.m. CST","Alto","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","1","Indiferente","Desconocimiento sobre que opciones existen","Definitivamente","Indispuesto","Aumente mis ingresos","Mejoraría los pagos pendientes porque no tiene responsables claros para mejorar el servicio."
"2026/08/14 1:18:03 p.m. CST","Medio","Entre 5 y 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","El costo del servicio","Definitivamente","Dispuesto","Precio accesible","Mejoraría las tareas recurrentes porque produce retrasos para evitar tareas repetidas."
"2026/08/14 1:18:05 p.m. CST","Medio","Entre 5 y 10 horas a la semana","En un software especializado en la nube","3","Indiferente","El costo del servicio","Interesado","Indiferente","Facilidad de uso","Mejoraría la agenda de citas porque limita el crecimiento para tener información centralizada."
"2026/08/14 1:23:55 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas","5","Muy Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Muy Dispuesto","Facilidad de uso","Mejoraría los indicadores porque no deja ver el estado real para controlar mejor los costos."
"2026/08/14 1:23:55 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Facilidad de uso","Mejoraría los turnos del equipo porque causa olvidos para ordenar el trabajo."
"2026/08/14 1:23:55 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","3","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Precio accesible","Mejoraría la planificación semanal porque quita tiempo al equipo para ahorrar tiempo."
"2026/08/14 1:23:59 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","2","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Aumente mis ingresos","Mejoraría las entregas porque se maneja de forma dispersa para evitar tareas repetidas."
"2026/08/14 1:24:00 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría el seguimiento de clientes porque genera duplicados para tener información centralizada."
"2026/08/14 1:24:00 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En un software especializado en la nube","2","Indiferente","El costo del servicio","Interesado","Dispuesto","Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque requiere revisar varios archivos para reducir errores."
"2026/08/14 1:24:03 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Muy Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría los turnos del equipo porque genera duplicados para ordenar el trabajo."
"2026/08/14 1:24:04 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","1","Muy Dispuesto","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la atención de consultas porque no deja ver el estado real para reducir errores."
"2026/08/14 1:24:04 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría los reportes porque produce retrasos para tomar decisiones con datos."
"2026/08/14 1:24:08 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Dispuesto","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría las tareas recurrentes porque provoca errores para controlar mejor los costos."
"2026/08/14 1:24:08 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Muy Dispuesto","Precio accesible","Mejoraría las tareas recurrentes porque impide medir resultados para tener información centralizada."
"2026/08/14 1:24:09 p.m. CST","Bajo","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la agenda de citas porque se maneja de forma dispersa para tomar decisiones con datos."
"2026/08/14 1:24:12 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","3","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio","Mejoraría las compras porque requiere revisar varios archivos para ordenar el trabajo."
"2026/08/14 1:24:13 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","1","Muy Dispuesto","El costo del servicio","Interesado","Muy Dispuesto","Aumente mis ingresos","Mejoraría el registro de proveedores porque provoca errores para evitar tareas repetidas."
"2026/08/14 1:24:13 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio;Facilidad de uso","Mejoraría el inventario porque se actualiza tarde para tomar decisiones con datos."
"2026/08/14 1:24:16 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En un software especializado en la nube","5","Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Muy Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría la atención de consultas porque no tiene responsables claros para tener información centralizada."
"2026/08/14 1:24:17 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Automatice mi negocio;Precio accesible","Mejoraría el archivo de documentos porque limita el crecimiento para aumentar la productividad."
"2026/08/14 1:24:17 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","1","Muy Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la atención de consultas porque depende de hojas de cálculo para evitar tareas repetidas."
"2026/08/14 1:24:20 p.m. CST","Bajo","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En un software especializado en la nube","2","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Aumente mis ingresos","Mejoraría la planificación semanal porque no tiene alertas para tomar decisiones con datos."
"2026/08/14 1:24:21 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","2","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Muy Dispuesto","Precio accesible;Aumente mis ingresos","Mejoraría el control de gastos porque dificulta dar seguimiento para tener información centralizada."
"2026/08/14 1:24:22 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","3","Indiferente","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque no tiene alertas para evitar tareas repetidas."
"2026/08/14 1:24:24 p.m. CST","Bajo","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","El costo del servicio","Inseguro","Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría las compras porque no tiene responsables claros para evitar tareas repetidas."
"2026/08/14 1:24:25 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Muy Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría las compras porque no tiene responsables claros para aumentar la productividad."
"2026/08/14 1:24:26 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el control de gastos porque no deja ver el estado real para mejorar el servicio."
"2026/08/14 1:24:29 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los pagos pendientes porque provoca errores para aumentar la productividad."
"2026/08/14 1:24:30 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el registro de proveedores porque quita tiempo al equipo para responder más rápido."
"2026/08/14 1:24:31 p.m. CST","Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indiferente","Desconocimiento sobre que opciones existen","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las compras porque impide medir resultados para mejorar el servicio."
"2026/08/14 1:24:33 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","4","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Precio accesible;Facilidad de uso","Mejoraría la atención de consultas porque causa olvidos para reducir errores."
"2026/08/14 1:24:34 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","4","Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las órdenes de trabajo porque no tiene responsables claros para controlar mejor los costos."
"2026/08/14 1:24:35 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría las órdenes de trabajo porque no deja ver el estado real para ordenar el trabajo."
"2026/08/14 1:24:38 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","5","Muy Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las compras porque requiere revisar varios archivos para tener información centralizada."
"2026/08/14 1:24:39 p.m. CST","Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","3","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque se actualiza tarde para ahorrar tiempo."
"2026/08/14 1:24:40 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría las ventas diarias porque se pierde información para responder más rápido."
"2026/08/14 1:24:42 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","1","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque produce retrasos para tener información centralizada."
"2026/08/14 1:24:43 p.m. CST","Medio","Mas de 10 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Muy Dispuesto","Automatice mi negocio;Facilidad de uso","Mejoraría la comunicación con clientes porque no tiene alertas para mejorar el servicio."
"2026/08/14 1:24:44 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo;En un software especializado en la nube","5","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las facturas porque retrasa las decisiones para responder más rápido."
"2026/08/14 1:24:47 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas;En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Muy Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de garantías porque genera duplicados para tomar decisiones con datos."
